,PRIMARY,GAIA,HD,HIP,GJ,TIC,KIC,CSTL,WDS,SPTP,OBTP,RA,DEC,distance,vmag,PLATO
1025,HD135599,Gaia DR3 4419140645978987904,HD135599,HIP74702,-,TIC461272840,-,-,J15160+0048A,K0V,BY*,228.9965,0.7964,15.819,6.932,0
1026,HD141272,Gaia DR3 4422809716282811776,HD141272,HIP77408,GJ3917,TIC272595871,-,-,J15482+0134A,K0V,BY*,237.0394,1.5717,21.665,7.44,0
1027,HD140538A,Gaia DR3 4423865487962417024,HD140538A,HIP77052,GJ596.1+GJ9527+GJ9527A,TIC459427073,-,23Ser+psiSer+psiSerA,J15440+0231A,G2.5V,PM*,236.0076,2.5152,14.793,5.86,0
1028,HD140324,Gaia DR3 4424734377026016896,HD140324,HIP76963,-,TIC459422799,-,-,-,G0IV/V,*,235.7269,4.102,57.514,7.41,0
1029,HD141004,Gaia DR3 4430238051199001216,HD141004,HIP77257,GJ598,TIC296740796,-,27Ser+lamSer,-,G0-V,PM*,236.6109,7.3531,11.916,4.415,0
1030,HD149652,Gaia DR3 4432109042032654848,HD149652,HIP81279,-,TIC281690605,-,-,-,F5/6V,PM*,249.0126,1.3814,52.672,7.25,0
1031,HD148816,Gaia DR3 4433711099194059904,HD148816,HIP80837,-,TIC281371481,-,-,-,F7V,PM*,247.6186,4.1782,42.647,7.27,0
1032,HD147062,Gaia DR3 4437848836328249088,HD147062,HIP79975,-,TIC326861224,-,-,-,G0,*,244.8579,5.5381,70.879,7.59,0
1033,HD153627,Gaia DR3 4444857157801998080,HD153627,HIP83204,-,TIC291505147,-,-,-,F8,PM*,255.0682,10.8228,42.232,7.38,0
1034,HD145229,Gaia DR3 4456798781792997888,HD145229,HIP79165,-,TIC291067698,-,-,-,G0,PM*,242.361,11.5745,33.78,7.45,0
1035,49SerB,Gaia DR3 4464207428577214464,HD145958B,-,GJ615.1B+GJ9548B,TIC119985831,-,49SerB,J16133+1332B,G9V,SB*,243.3268,13.528,24.299,6.68,0
1036,49SerA,Gaia DR3 4464207428579939840,HD145958A,-,GJ615.1A+GJ9548A,TIC119985828,-,49SerA,J16133+1332A,G9V,**,243.3269,13.5269,24.314,6.664,0
1037,HD148653A,Gaia DR3 4467355154275146112,HD148653A,-,GJ627A,-,-,-,J16289+1825A,K3V,PM*,247.2194,18.4141,19.302,7.631,0
1038,70OphB,Gaia DR3 4468557611977674496,HD165341B,-,GJ702B,TIC1674663308,-,70OphB,J18055+0230B,K4V,PM*,271.3644,2.4989,5.106,5.931,0
1039,70OphA,Gaia DR3 4468557611984384512,HD165341A,-,GJ702A,TIC1674663309,-,70OphA,J18055+0230A,K0V,SB*,271.3635,2.5001,5.113,6.17,0
1040,HD165401,Gaia DR3 4471087175915086080,HD165401,HIP88622,GJ702.2+GJ9614,TIC399244384,-,-,J18056+0439A,G2V,PM*,271.4061,4.6572,24.111,6.802,0
1041,HD165670,Gaia DR3 4482248936925366400,HD165670,HIP88728,-,TIC391368040,-,-,J18068+0853A,F5,SB*,271.7117,8.8759,43.238,6.96,0
1042,HD159909,Gaia DR3 4492471268326460416,HD159909,HIP86193,-,TIC291726554,-,-,-,G5,PM*,264.2092,10.5745,35.872,7.28,0
1043,HD164043,Gaia DR3 4501418784715701248,HD164043,-,-,TIC5262805,-,-,-,F8V,PM*,269.6956,14.8434,51.036,7.211,0
1044,HD177082,Gaia DR3 4506650604692623488,HD177082,HIP93509,-,TIC354914170,-,-,-,G0V,PM*,285.6585,14.567,28.825,6.851,0
1045,HD174457,Gaia DR3 4507523307652284288,HD174457,HIP92418,-,TIC235784135,-,-,-,F8,SB*,282.5086,15.3115,64.365,7.52,0
1046,HD171067,Gaia DR3 4508601275714721152,HD171067,HIP90864,GJ1229,TIC50226706,-,-,-,G6V,PM*,278.0436,13.7366,26.079,7.197,0
1047,HD171746A,Gaia DR3 4511848202261111424,HD171746A,-,-,-,-,-,J18359+1659A,G2Ve:,PM*,278.9717,16.9757,34.097,6.873,0
1048,HD171746B,Gaia DR3 4511848202267498624,HD171746B,-,-,-,-,-,J18359+1659B,G2Ve:,PM*,278.972,16.9753,34.069,7.002,0
1049,HD178428,Gaia DR3 4513165073646443008,HD178428,HIP93966,GJ746,TIC394647304,-,-,J19080+1651A,G4.5V,SB*,286.9888,16.8534,21.129,6.077,0
1050,HD176441,Gaia DR3 4513821963108970368,HD176441,HIP93252,-,TIC330503485,-,-,J18597+1615A,F5,PM*,284.9272,16.2526,45.244,7.079,0
1051,HD177305,Gaia DR3 4513971290539167616,HD177305,HIP93566,-,TIC355720666,-,-,-,G0,PM*,285.8608,17.0674,44.175,7.61,0
1052,HD177459,Gaia DR3 4514202217999314560,HD177459,HIP93645,-,-,-,-,-,F5,PM*,286.0407,17.5561,46.751,6.897,0
1053,HD180684,Gaia DR3 4515383166527921152,HD180684,HIP94751,-,TIC354065674,-,-,-,F8V,PM*,289.2024,18.9763,55.826,6.998,0
1054,HD171488,Gaia DR3 4524317420039164544,HD171488,HIP91043,-,TIC471000657,-,-,-,G2V,BY*,278.5838,18.6901,35.342,7.39,0
1055,HD174160,Gaia DR3 4532560355640612608,HD174160,HIP92270,-,TIC348503219,-,-,-,F7V,*,282.0684,23.5147,29.41,6.187,0
1056,HD172085,Gaia DR3 4535986674382296704,HD172085,HIP91283,-,TIC322710502,-,-,-,F8,PM*,279.2936,24.4333,64.256,7.51,0
1057,HD159063,Gaia DR3 4549900100674763264,HD159063,HIP85799,-,TIC400231203,-,-,-,G0V,*,262.9755,16.824,48.58,6.984,0
1058,HD161198,Gaia DR3 4556066746008265344,HD161198,HIP86722,GJ692.1+GJ9601,TIC363766517,-,-,"J17433+2137Aa,Ab",G9V,SB*,265.8153,21.6092,21.861,7.471,0
1059,HD152446,Gaia DR3 4559467329305126912,HD152446,HIP82568,-,TIC351491907,-,-,-,F8IV,*,253.1714,18.0621,47.307,6.82,0
1060,HD150933,Gaia DR3 4564058546264232192,HD150933,HIP81880,-,TIC347598989,-,-,J16435+2043A,G2V,*,250.8754,20.7161,46.791,7.198,0
1061,HD157466,Gaia DR3 4570293086432167168,HD157466,HIP85007,-,TIC286377115,-,-,-,F8V,PM*,260.6152,24.8794,29.79,6.884,0
1062,HD158332,Gaia DR3 4571079649562719488,HD158332,HIP85436,-,TIC359391026,-,-,-,K1IV,PM*,261.8941,26.795,30.587,7.69,0
1063,HD166301,Gaia DR3 4579178927092945152,HD166301,HIP88913,-,TIC332695739,-,-,-,G0,SB*,272.2444,24.1583,36.182,7.41,0
1064,HD164922,Gaia DR3 4582680493669880704,HD164922,HIP88348,GJ700.2+GJ9613,TIC159019691,-,-,J18025+2619A,G9V,PM*,270.6286,26.313,21.98,7.012,0
1065,HD164595,Gaia DR3 4584639307993378432,HD164595,HIP88194,-,TIC158917706,-,-,J18006+2934A,G2V,PM*,270.162,29.5719,28.247,7.086,0
1066,HD168874,Gaia DR3 4586000675189058304,HD168874,HIP89912,-,TIC423193084,-,-,J18208+2732A,G2IV,PM*,275.2052,27.5304,28.885,7.01,0
1067,HD167588,Gaia DR3 4589819416510147200,HD167588,HIP89408,-,TIC84667204,-,-,-,F8V,PM*,273.6833,29.2073,42.806,6.52,0
1068,HD166181,Gaia DR3 4590455518346609792,HD166181,HIP88848,-,TIC320959269,-,-,-,G5,SB*,272.0669,29.6912,32.087,7.494,0
1069,HD166435,Gaia DR3 4590489981163831296,HD166435,HIP88945,-,TIC180762527,-,-,-,G1IV,PM*,272.3391,29.9517,24.411,6.843,0
1070,HD165281,Gaia DR3 4590693700052296576,HD165281,HIP88471,-,TIC258343679,-,-,-,F5V,PM*,270.9725,30.3772,48.117,6.794,0
1071,HD165908A,Gaia DR3 4590758227641991424,HD165908A,HIP88745,GJ704+GJ704.0+GJ704A,TIC22516402,-,99Her+bHer+bHerA,"J18070+3034Aa,Ab",F6V,SB*,271.7566,30.5621,15.774,5.059,0
1072,HD166620,Gaia DR3 4610177733290768896,HD166620,HIP88972,GJ706,TIC75946144,-,-,J18096+3827A,K2V,PM*,272.4059,38.4578,11.096,6.394,1
1073,HD21064,Gaia DR3 5107056177570786048,HD21064,HIP15784,-,TIC402135969,-,-,-,G1V,PM*,50.8544,-14.876,52.427,7.61,0
1074,HD19467,Gaia DR3 5155981730587168384,HD19467,HIP14501,GJ3200,TIC441501782,-,-,-,G3V,PM*,46.8274,-13.7618,32.032,6.971,0
1075,HD17925,Gaia DR3 5160075762132996992,HD17925,HIP13402,GJ117,TIC30016911,-,-,J02525-1246A,K1V,RS*,43.1339,-12.7697,10.361,6.05,0
1076,HD19063,Gaia DR3 5160720453904340736,HD19063,HIP14235,-,TIC141333291,-,-,J03035-1059AB,F5V,**,45.8833,-10.9751,54.491,7.105,0
1077,HD22049,Gaia DR3 5164707970261890560,HD22049,HIP16537,GJ144+GJ144.0,TIC118572803,-,18Eri+epsEri,"J03329-0927Aa,Ab",K2V,BY*,53.2327,-9.4583,3.22,3.715,0
1078,HD21197,Gaia DR3 5170039467784804096,HD21197,HIP15919,GJ141+GJ141.0,TIC279182339,-,-,-,K4V,PM*,51.2489,-5.3638,15.323,7.819,0
1079,HD16673,Gaia DR3 5173902189571919872,HD16673,HIP12444,GJ3175,TIC4748040,-,-,-,F8VFe-0.4,SB*,40.0518,-9.4529,21.779,5.79,0
1080,HD14044,Gaia DR3 5176115025442071936,HD14044,HIP10584,-,TIC1031383,-,-,J02163-0949A,G2V,PM*,34.0661,-9.8212,51.327,6.91,0
1081,HD18894,Gaia DR3 5180879930879739392,HD18894,HIP14124,-,TIC141327580,-,-,J03022-0630AB,G0V,SB*,45.5386,-6.4945,32.829,6.194,0
1082,HD18975A,Gaia DR3 5186859453068675456,HD18975A,HIP14194,-,TIC439909836,-,-,J03030-0205A,F8V,PM*,45.7574,-2.0865,56.844,7.51,0
1083,HD85883,Gaia DR3 5687882227258685312,HD85883,HIP48592,-,TIC348901198,-,-,J09545-1255C,F8V,PM*,148.6443,-12.9515,46.749,6.873,0
1084,HD82943,Gaia DR3 5691782130578684544,HD82943,HIP47007,-,TIC405485269,-,-,-,F9VFe+0.5,PM*,143.7114,-12.1295,27.689,6.55,0
1085,18Pup,Gaia DR3 5725122999630404096,HD68146,HIP40035,GJ297.2A+GJ9255A,TIC422142487,-,18Pup,J08107-1348A,F6.5V,PM*,122.6659,-13.7992,22.553,5.531,0
1086,HD67551,Gaia DR3 5725940142928541184,HD67551,HIP39804,-,TIC421905643,-,-,-,F8V,*,122.0083,-13.5081,47.598,7.244,0
1087,HD69830,Gaia DR3 5726982995343100928,HD69830,HIP40693,GJ302,TIC307624961,-,-,J08184-1238A,G8:V,PM*,124.5998,-12.6322,12.579,5.96,0
1088,HD82558,Gaia DR3 5739942011185493888,HD82558,HIP46816,GJ355,TIC46907042,-,-,-,K1Vp,BY*,143.1065,-11.1846,18.269,7.82,0
1089,HD78612,Gaia DR3 5742430270422799872,HD78612,HIP44896,GJ3535,TIC20066082,-,-,-,G3V,PM*,137.2074,-10.7575,40.899,7.172,0
1090,HD73400,Gaia DR3 5753456417840610048,HD73400,HIP42343,-,TIC51444663,-,-,-,F6V,PM*,129.4898,-8.8816,48.73,7.029,0
1091,HD73350,Gaia DR3 5755064487956174720,HD73350,HIP42333,GJ9273,TIC51443167,-,-,-,G5V,BY*,129.4596,-6.8069,24.352,6.77,0
1092,HD76151,Gaia DR3 5760701787150565888,HD76151,HIP43726,GJ327,TIC62569281,-,-,-,G2V,PM*,133.5748,-5.4345,16.847,6.008,0
1093,HD74014,Gaia DR3 5761566656125168512,HD74014,HIP42634,-,TIC149743134,-,-,-,K0III,SB*,130.3273,-4.8089,34.807,7.59,0
1094,HD126679,Gaia DR3 6298822878231170944,HD126679,HIP70677,-,TIC157414155,-,-,J14274-1450A,F7V,PM*,216.839,-14.8388,45.223,7.31,0
1095,HD139460,Gaia DR3 6317407201723597952,HD139460,HIP76602,-,TIC32413887,-,-,J15387-0847B,F7V,*,234.6665,-8.7947,30.65,5.798,0
1096,HD137778,Gaia DR3 6317854118838346752,HD137778,HIP75722,GJ586B,TIC37149743,-,-,J15282-0921B,K1V,PM*,232.0509,-9.3579,20.685,7.57,0
1097,HD136257,Gaia DR3 6321098468414040064,HD136257,HIP75038,-,TIC36886075,-,-,-,G1V,PM*,230.0004,-8.6617,50.565,7.53,0
1098,HD128596,Gaia DR3 6323491761630110080,HD128596,HIP71559,-,TIC392551753,-,-,-,G2V,PM*,219.5291,-12.9107,58.542,7.48,0
1099,HD132375A,Gaia DR3 6337304342094223744,HD132375A,HIP73309,-,TIC175838533,-,-,J14589-0459A,F7V,PM*,224.7199,-4.9893,34.307,6.093,0
1100,HD208704,Gaia DR3 6840872971033892608,HD208704,HIP108468,-,TIC425039286,-,-,-,G1V,PM*,329.6014,-12.6647,34.251,7.168,0
1101,HD191862,Gaia DR3 6879764552737781888,HD191862,HIP99572,GJ4139,TIC14347470,-,2Cap+ksiCap+ksi02Cap,J20124-1237A,F7VFe-0.5,Pe*,303.1078,-12.6175,28.234,5.85,0
1102,HD200968A,Gaia DR3 6885342959337741184,HD200968A,HIP104239,GJ819A,TIC214563192,-,-,J21072-1355A,K1IV,PM*,316.7932,-13.9229,17.384,7.115,0
1103,HD199587,Gaia DR3 6888578993858217216,HD199587,-,-,TIC442509264,-,-,-,G2/3V,SB*,314.6484,-13.3685,56.629,7.487,0
1104,HD204363,Gaia DR3 6891522592643182080,HD204363,HIP106007,-,TIC187758147,-,-,-,F9VFe-1.3CH-,*,322.0581,-11.5683,35.614,6.623,0
1105,HD206116,Gaia DR3 6893444161011078400,HD206116,HIP107001,-,TIC333166659,-,-,-,G2V,PM*,325.0494,-9.7947,55.457,7.61,0
1106,HD204236,Gaia DR3 6898265656937739648,HD204236,HIP105947,-,TIC187413972,-,-,J21274-0701AB,F8/G0V,SB*,321.8469,-7.0158,64.555,7.53,0
1107,HD195838,Gaia DR3 6899801640323201024,HD195838,HIP101507,GJ4147,TIC429251484,-,-,J20342-1343A,F9VFe-0.6CH-,PM*,308.5487,-13.7211,33.611,6.129,0
1108,HD201099,Gaia DR3 6911186911429095808,HD201099,HIP104294,-,TIC364128662,-,-,J21077-0534A,F7V,PM*,316.9327,-5.5659,52.938,7.59,0
1109,11Aqr,Gaia DR3 6912276699251278848,HD199960,HIP103682,-,TIC248854510,-,11Aqr,-,G1V,PM*,315.141,-4.7303,27.029,6.208,0
1110,HD201378,Gaia DR3 6912756155040419584,HD201378,HIP104435,-,TIC248480075,-,-,-,F7V,SB*,317.33,-3.8924,60.401,7.647,0
1111,HD197210,Gaia DR3 6914237987476826624,HD197210,HIP102203,-,TIC248194676,-,-,-,G5V,PM*,310.6225,-5.3012,29.823,7.61,0
1112,25Ari,Gaia DR3 24262652508347520,HD15228,HIP11427,-,TIC381023498,-,25Ari,-,F5V,PM*,36.8475,10.1983,36.459,6.451,0
1113,HD18717,Gaia DR3 33830740131749760,HD18717,HIP14048,-,TIC243189841,-,-,-,F8,SB*,45.2227,15.0312,70.71,7.319,0
1114,HD23854,Gaia DR3 43448546298825216,HD23854,HIP17830,-,TIC59004151,-,-,-,F5,PM*,57.2342,16.4595,62.457,7.22,0
1115,HD27534,Gaia DR3 47541100375011968,HD27534,HIP20350,-,TIC17292477,-,-,-,F5V,PM*,65.3844,18.4176,47.88,6.806,0
1116,HD22992,Gaia DR3 65022510623526272,HD22992,HIP17305,-,TIC114084387,-,-,-,F2,PM*,55.5663,22.7865,56.548,7.388,0
1117,HD13201,Gaia DR3 80369459562947840,HD13201,HIP10050,-,TIC97369520,-,-,-,F5V,PM*,32.3463,17.2242,36.321,6.413,0
1118,HD15326,Gaia DR3 131470396335666176,HD15326,HIP11541,-,TIC118417929,-,-,-,F8V,PM*,37.1908,29.687,74.732,7.5,0
1119,HD27731,Gaia DR3 149313099234711680,HD27731,HIP20491,-,TIC58545061,-,-,-,F6V,PM*,65.8767,24.4054,54.445,7.184,0
1120,HD33185,Gaia DR3 156071694130174720,HD33185,HIP24016,-,TIC69756884,-,-,J05096+2947A,F8V,SB*,77.4321,29.7986,52.408,6.68,0
1121,HD30617,Gaia DR3 198656397949943808,HD30617,HIP22529,-,TIC187286518,-,-,J04509+3746A,F2,PM*,72.7215,37.7605,63.465,7.28,0
1122,HD22122,Gaia DR3 238195901239543424,HD22122,-,-,TIC65286724,-,-,J03356+4253A,F8,PM*,53.8992,42.8876,69.061,7.388,0
1123,HD28772,Gaia DR3 253801338493494144,HD28772,HIP21301,-,TIC28907603,-,-,-,F5,PM*,68.5691,45.9135,59.852,7.46,0
1124,HD27673,Gaia DR3 271083015576372096,HD27673,HIP20586,-,TIC470441759,-,-,J04245+5051A,F7V,PM*,66.1366,50.8452,49.206,6.91,0
1125,HD33924,Gaia DR3 284455688311248256,HD33924,HIP24658,-,TIC82799356,-,-,-,F5,PM*,79.3649,60.1817,51.459,6.975,0
1126,HD8997,Gaia DR3 288781167053300480,HD8997,HIP6917,GJ58.2,TIC381316671,-,-,J01291+2143A,K2.5V,RS*,22.2704,21.7232,23.285,7.735,0
1127,HD6093,Gaia DR3 307810346075871104,HD6093,HIP4868,-,TIC80512849,-,-,J01026+2745A,F7V,PM*,15.6484,27.748,46.045,6.887,0
1128,HD9616,Gaia DR3 316256588242414592,HD9616,HIP7370,-,TIC61360821,-,-,-,G0,SB*,23.7421,33.1179,49.779,6.753,0
1129,HD8673A,Gaia DR3 317350357498173312,HD8673A,HIP6702,-,TIC80535228,-,-,J01262+3435A,F7V,PM*,21.5366,34.5797,38.163,6.331,0
1130,HD13151,Gaia DR3 345579051527949568,HD13151,HIP10079,-,TIC292467249,-,-,J02096+4251A,F5,PM*,32.4098,42.8581,54.239,7.336,0
1131,HD13014,Gaia DR3 345645503261880960,HD13014,HIP9974,-,TIC292401095,-,-,-,F5,SB*,32.1087,43.191,75.927,7.578,0
1132,HD3790,Gaia DR3 360640642840036480,HD3790,HIP3214,-,TIC267739847,-,-,J00409+3107A,F4V,PM*,10.2197,31.1166,60.812,7.6,0
1133,HD3914,Gaia DR3 369146735374791808,HD3914,HIP3293,-,TIC67899233,-,-,-,F5,PM*,10.5059,40.6883,49.578,7.041,0
1134,HD1326,Gaia DR3 385334230892516480,HD1326,HIP1475,GJ15A,TIC440109725,-,-,J00184+4401A,M2V,PM*,4.5954,44.023,3.562,8.09,0
1135,HD225291A,Gaia DR3 386648181647057152,HD225291A,-,-,-,-,-,J00049+4540A,F6V,PM*,1.2397,45.6738,73.318,7.47,0
1136,HD8995,Gaia DR3 396332095949773824,HD8995,HIP6943,-,TIC326812578,-,-,-,F5,PM*,22.3602,42.2819,48.201,7.196,0
1137,HD6250,Gaia DR3 411268166842900864,HD6250,HIP5016,-,TIC252137537,-,-,-,G0,PM*,16.0692,54.2042,57.041,6.844,0
1138,HD15407A,Gaia DR3 457326850673147264,HD15407A,HIP11696,-,TIC372121208,-,-,J02308+5533A,F5V,PM*,37.7111,55.5484,49.339,6.967,0
1139,HD17948,Gaia DR3 466417441010173568,HD17948,HIP13665,GJ3188,TIC390733496,-,-,J02559+6131A,F5V,PM*,43.9872,61.5211,26.752,5.596,0
1140,HD21106,Gaia DR3 494628706053108480,HD21106,HIP16213,-,TIC417578402,-,-,-,F5,*,52.2255,69.2828,71.358,7.35,0
1141,HD13540,Gaia DR3 515661062125772160,HD13540,HIP10466,-,TIC353492272,-,-,-,F5,*,33.7294,66.321,56.593,7.19,0
1142,iotCasB,Gaia DR3 517650353531686144,HD15089B,-,-,-,-,iotCasB,J02291+6724B,F5V,*,37.2648,67.4019,47.545,6.869,0
1143,HD8730,Gaia DR3 535625307063146112,HD8730,HIP6914,-,TIC422750471,-,-,J01290+7412A,G5,PM*,22.2588,74.2051,60.495,7.24,0
1144,HD4075,Gaia DR3 539239848459770624,HD4075,HIP3533,GJ3050,TIC275260654,-,-,-,G8,PM*,11.2695,75.9378,38.065,7.19,0
1145,HD20507,Gaia DR3 544779462917920256,HD20507,HIP15843,-,TIC137326629,-,-,-,F5,SB*,51.0187,74.171,53.811,6.932,0
1146,HD25173,Gaia DR3 550744725816341760,HD25173,HIP19237,-,TIC103175512,-,-,-,F8V,PM*,61.8501,75.175,53.912,7.23,0
1147,HD29329,Gaia DR3 551998718826619648,HD29329,HIP22152,-,TIC140638831,-,-,-,F7V,PM*,71.5024,76.611,32.579,6.5,0
1148,HD33564,Gaia DR3 553480551264062848,HD33564,HIP25110,GJ196,TIC142103211,-,-,J05226+7914A,F7V,PM*,80.6397,79.2312,20.786,5.101,0
1149,HD7924,Gaia DR3 560130775546153344,HD7924,HIP6379,GJ56.5+GJ9054,TIC468723402,-,-,-,K0.5V,*,20.4963,76.7103,17.003,7.179,0
1150,HD3440,Gaia DR3 567024713450961280,HD3440,HIP3132,-,TIC468319961,-,-,-,F9V,PM*,9.9469,82.4938,32.86,6.393,0
1151,HD3161,Gaia DR3 573522758453403648,HD3161,HIP3006,-,TIC461597067,-,-,-,F8,*,9.5608,84.675,42.117,7.125,0
1152,HD81212A,Gaia DR3 585739741384499200,HD81212A,-,-,-,-,-,J09245+0621A,-,PM*,141.1191,6.3501,61.695,7.459,0
1153,54Cnc,Gaia DR3 609834198678048512,HD75528,HIP43454,-,TIC46297363,-,54Cnc,-,G1V,PM*,132.7561,15.3507,40.237,6.376,0
1154,HD83509,Gaia DR3 617557340149197056,HD83509,HIP47388,-,TIC386865278,-,-,-,F7V,SB*,144.8218,13.3126,60.465,7.036,0
1155,HD85087,Gaia DR3 643215302976674304,HD85087,HIP48248,-,TIC233432588,-,-,-,F5,PM*,147.5431,24.562,54.268,6.89,0
1156,HD68615A,Gaia DR3 648861707505022464,HD68615A,-,-,-,-,-,J08136+1051A,-,PM*,123.3925,10.8472,71.009,7.17,0
1157,HD74742,Gaia DR3 661761689020641024,HD74742,-,-,TIC184938686,-,-,-,F8,*,131.589,20.414,76.899,7.545,0
1158,HD67346,Gaia DR3 669664811098938240,HD67346,HIP39816,-,TIC386839075,-,-,-,F8,PM*,122.0361,19.2159,78.293,7.621,0
1159,HD67228,Gaia DR3 676768820148924416,HD67228,HIP39780,-,TIC446006789,-,10Cnc+mu.Cnc+mu.02Cnc,-,G1IVb,PM*,121.9411,21.5818,23.814,5.29,0
1160,HD78175B,Gaia DR3 687102859356501248,HD78175B,-,-,TIC243245935,-,-,J09074+2259B,F5V,PM*,136.8614,22.9789,62.254,6.417,0
1161,HD74546,Gaia DR3 705126839936477696,HD74546,HIP42976,-,TIC117297589,-,-,-,F2,PM*,131.38,28.4453,64.299,7.34,0
1162,HD75782,Gaia DR3 717944469753713152,HD75782,HIP43634,-,TIC188466839,-,-,-,G0,PM*,133.298,37.0703,60.747,7.105,0
1163,HD77967,Gaia DR3 719004295883465984,HD77967,HIP44728,-,TIC16148515,-,-,-,F0,PM*,136.7134,38.2784,41.454,6.623,0
1164,HD87667,Gaia DR3 740813109018705024,HD87667,HIP49565,-,TIC3941110,-,-,-,F5,PM*,151.7847,29.5125,69.293,7.42,0
1165,HD95735,Gaia DR3 762815470562110464,HD95735,HIP54035,GJ411,TIC166646191+TIC353969903,-,-,-,M2+V,PM*,165.8342,35.9699,2.546,7.49,0
1166,HD94792,Gaia DR3 778124589431007488,HD94792,-,-,TIC361978931,-,-,-,G0,PM*,164.2779,41.3508,71.96,7.471,0
1167,HD83698A,Gaia DR3 800779854724018816,HD83698A,-,-,-,-,-,J09414+3857A,-,PM*,145.3414,38.9502,51.747,6.927,0
1168,HD84388,Gaia DR3 801195229601189248,HD84388,HIP47934,-,TIC17235689,-,-,-,F2,SB*,146.5227,39.838,57.42,7.312,0
1169,HD88959,Gaia DR3 805168383590445312,HD88959,HIP50325,-,TIC8114342,-,-,-,F5,*,154.1589,41.2759,54.214,7.36,0
1170,38LynB,Gaia DR3 810952158347151488,HD80081B,-,-,-,-,38LynB,"J09188+3648Ba,Bb",A4V,**,139.7104,36.8021,41.063,6.149,0
1171,HD80441A,Gaia DR3 811174736439695232,HD80441A,-,-,-,-,-,J09210+3811A,F3Vs,PM*,140.2474,38.1882,50.058,6.614,0
1172,HD80715,Gaia DR3 812477352773908608,HD80715,HIP45963,GJ1124,TIC156817668,-,-,-,K2.5Vke,BY*,140.6081,40.2011,23.436,7.62,0
1173,HD59331,Gaia DR3 873190117116604032,HD59331,HIP36509,-,TIC462512093,-,-,-,F5,PM*,112.6649,27.9087,52.609,7.11,0
1174,HD64389,Gaia DR3 881304272410900480,HD64389,HIP38658,-,TIC14858698,-,-,-,F5,PM*,118.7258,32.2847,71.099,7.47,0
1175,HD55130B,Gaia DR3 883596170039715072,HD55130B,-,-,-,-,-,J07128+2713B,F8V,PM*,108.2043,27.2251,46.423,6.464,0
1176,HD54717,Gaia DR3 890422213103244544,HD54717,HIP34714,-,TIC68982569,-,-,-,F5,PM*,107.8312,33.1119,44.8,7.18,0
1177,HD67501A,Gaia DR3 901953203859813888,HD67501A,-,-,-,-,-,J08095+3213A,F5V,**,122.3766,32.2211,54.446,7.095,0
1178,HD67587,Gaia DR3 905909246695984256,HD67587,HIP40001,-,TIC165821484,-,-,"J08102+3527Aa,Ab",F8,PM*,122.5479,35.455,47.785,6.657,0
1179,HD67827,Gaia DR3 908828072110937216,HD67827,HIP40093,-,TIC16774287,-,-,-,G0,PM*,122.8402,38.7313,47.847,6.626,0
1180,HD74361,Gaia DR3 914061025904610432,HD74361,HIP42941,-,TIC117893806,-,-,-,F5,*,131.2958,43.6492,62.12,7.259,0
1181,HD50720,Gaia DR3 950689984474189184,HD50720,HIP33355,-,TIC197145873,-,-,J06562+4032AB,F5,SB*,104.0614,40.5369,71.616,7.53,0
1182,HD47748,Gaia DR3 966886855903063808,HD47748,HIP32135,-,TIC274375655,-,-,-,F5,PM*,100.6677,47.7355,59.553,7.301,0
1183,HD60912,Gaia DR3 982266480954408704,HD60912,HIP37283,-,TIC453409619,-,-,-,F5,PM*,114.84,50.5285,44.258,6.913,0
1184,HD48767,Gaia DR3 994163948386708864,HD48767,-,-,TIC11799874,-,-,J06482+5542A,F6V,SB*,102.0512,55.7042,42.696,6.219,0
1185,HD48766,Gaia DR3 994164055761558656,HD48766,-,-,TIC11799872,-,-,J06482+5542B,F4V,PM*,102.0534,55.7045,42.557,5.545,0
1186,HD42994,Gaia DR3 998486339048759936,HD42994,HIP29873,-,TIC312809475,-,-,-,F8,SB*,94.3473,57.4147,65.376,7.174,0
1187,37Lyn,Gaia DR3 1019361632454363904,HD80290,HIP45836,-,TIC251091413,-,37Lyn,J09207+5116A,F3V,PM*,140.1823,51.2661,29.196,6.14,0
1188,HD70253,Gaia DR3 1034900858490474880,HD70253,HIP41153,-,TIC81163517,-,-,J08238+5725A,F2,PM*,125.9539,57.4172,71.953,7.56,0
1189,sig02UMaA,Gaia DR3 1068982214258617216,-,-,GJ335A,-,-,sig02UMaA,J09104+6708A,F6IV-V,PM*,137.5981,67.134,20.517,4.783,0
1190,HD60406,Gaia DR3 1086422873856239744,HD60406,HIP37150,-,TIC85270832,-,-,-,F5,*,114.5198,61.5334,57.596,7.387,0
1191,HD51067,Gaia DR3 1115378031539193984,HD51067,HIP34085,-,TIC154343870,-,-,J07041+7514A,G0,SB*,106.0164,75.2275,38.816,6.871,0
1192,HD82602,Gaia DR3 1120015565425300224,HD82602,HIP47198,-,TIC356672782,-,-,-,F5,PM*,144.2889,72.0803,56.021,7.434,0
1193,HD98661,Gaia DR3 1128788190745965312,HD98661,HIP55561,-,TIC142619421,-,-,-,F5,PM*,170.7064,77.3734,62.302,7.44,0
1194,HD94686A,Gaia DR3 1132849614900463104,HD94686A,HIP53709,-,TIC156085530,-,-,J10593+7941A,F8V,PM*,164.8374,79.6759,62.152,7.322,0
